district,province,census_year,census_period,is_remote,total_population,literate_population,avg_literacy_rate,total_enrolled,total_never_enrolled,total_dropout,avg_enrollment_rate,avg_dropout_rate,local_level_count,total_schools,total_teachers,avg_trained_teachers_pct,total_students,avg_student_teacher_ratio,avg_electricity_pct,avg_toilet_pct,avg_water_pct,avg_infrastructure_score
Rolpa,Lumbini,2021,Post-Federal (2021),0,7933.0,4921.0,55.64,2784.0,1156.0,435.0,31.23,14.53,5,141.0,574.0,72.25,39269.0,55.35,45.8,54.0,50.8,50.2
Rolpa,Lumbini,2021,Post-Federal (2021),0,7933.0,4921.0,55.64,2784.0,1156.0,435.0,31.23,14.53,5,23.0,119.0,53.9,4176.0,35.1,67.0,16.3,21.0,34.77
Rolpa,Lumbini,2021,Post-Federal (2021),0,22885.0,12019.0,54.9,9115.0,3290.0,1170.0,37.33,10.26,5,35.0,324.0,87.3,10494.0,32.4,32.8,76.7,48.0,52.5
Rolpa,Lumbini,2021,Post-Federal (2021),0,22885.0,12019.0,54.9,9115.0,3290.0,1170.0,37.33,10.26,5,7.0,90.0,85.7,763.0,8.5,78.0,31.8,40.4,50.07
Rolpa,Lumbini,2021,Post-Federal (2021),0,22885.0,12019.0,54.9,9115.0,3290.0,1170.0,37.33,10.26,5,141.0,574.0,72.25,39269.0,55.35,45.8,54.0,50.8,50.2
Rolpa,Lumbini,2021,Post-Federal (2021),0,22885.0,12019.0,54.9,9115.0,3290.0,1170.0,37.33,10.26,5,23.0,119.0,53.9,4176.0,35.1,67.0,16.3,21.0,34.77
Rolpa,Lumbini,2021,Post-Federal (2021),0,13001.0,4494.0,45.72,3450.0,2913.0,412.0,35.92,9.28,3,35.0,324.0,87.3,10494.0,32.4,32.8,76.7,48.0,52.5
Rolpa,Lumbini,2021,Post-Federal (2021),0,13001.0,4494.0,45.72,3450.0,2913.0,412.0,35.92,9.28,3,7.0,90.0,85.7,763.0,8.5,78.0,31.8,40.4,50.07
Rolpa,Lumbini,2021,Post-Federal (2021),0,13001.0,4494.0,45.72,3450.0,2913.0,412.0,35.92,9.28,3,141.0,574.0,72.25,39269.0,55.35,45.8,54.0,50.8,50.2
Rolpa,Lumbini,2021,Post-Federal (2021),0,13001.0,4494.0,45.72,3450.0,2913.0,412.0,35.92,9.28,3,23.0,119.0,53.9,4176.0,35.1,67.0,16.3,21.0,34.77
Rolpa,Lumbini,2021,Post-Federal (2021),0,10374.0,6231.0,56.5,4134.0,1117.0,455.0,39.47,11.26,3,35.0,324.0,87.3,10494.0,32.4,32.8,76.7,48.0,52.5
Rolpa,Lumbini,2021,Post-Federal (2021),0,10374.0,6231.0,56.5,4134.0,1117.0,455.0,39.47,11.26,3,7.0,90.0,85.7,763.0,8.5,78.0,31.8,40.4,50.07
Rolpa,Lumbini,2021,Post-Federal (2021),0,10374.0,6231.0,56.5,4134.0,1117.0,455.0,39.47,11.26,3,141.0,574.0,72.25,39269.0,55.35,45.8,54.0,50.8,50.2
Rolpa,Lumbini,2021,Post-Federal (2021),0,10374.0,6231.0,56.5,4134.0,1117.0,455.0,39.47,11.26,3,23.0,119.0,53.9,4176.0,35.1,67.0,16.3,21.0,34.77
Rukum East,Lumbini,2021,Post-Federal (2021),0,8511.0,4269.0,50.16,2165.0,541.0,206.0,25.44,9.52,1,4.0,36.0,61.3,912.0,25.3,90.2,75.3,27.25,64.25
Rukum East,Lumbini,2021,Post-Federal (2021),0,8511.0,4269.0,50.16,2165.0,541.0,206.0,25.44,9.52,1,92.0,635.0,73.85,19247.0,30.1,40.65,35.1,42.5,39.42
Rukum East,Lumbini,2021,Post-Federal (2021),0,8511.0,4269.0,50.16,2165.0,541.0,206.0,25.44,9.52,1,125.0,1219.0,78.9,23297.0,19.1,80.7,78.4,16.2,58.43
Rukum East,Lumbini,2021,Post-Federal (2021),0,8511.0,4269.0,50.16,2165.0,541.0,206.0,25.44,9.52,1,62.0,598.0,83.3,19504.0,32.6,89.1,42.7,15.0,48.93
Rukum East,Lumbini,2001,Pre-Federal (2001),0,19597.0,7846.0,38.52,6365.0,3230.0,607.0,31.48,11.3,3,198.0,992.5,74.44,48158.0,38.16,39.6,50.52,39.99,43.37
Rukum East,Lumbini,2011,Transitional (2011),0,21728.0,9289.0,45.02,5486.0,3934.0,859.0,33.42,18.83,3,157.0,1325.5,69.02,50372.0,39.52,65.61,57.87,59.12,60.87
Rukum East,Lumbini,2021,Post-Federal (2021),0,5511.0,2231.0,40.49,1301.0,1601.0,168.0,23.61,12.91,1,4.0,36.0,61.3,912.0,25.3,90.2,75.3,27.25,64.25
Rukum East,Lumbini,2021,Post-Federal (2021),0,5511.0,2231.0,40.49,1301.0,1601.0,168.0,23.61,12.91,1,92.0,635.0,73.85,19247.0,30.1,40.65,35.1,42.5,39.42
Rukum East,Lumbini,2021,Post-Federal (2021),0,5511.0,2231.0,40.49,1301.0,1601.0,168.0,23.61,12.91,1,125.0,1219.0,78.9,23297.0,19.1,80.7,78.4,16.2,58.43
Rukum East,Lumbini,2021,Post-Federal (2021),0,5511.0,2231.0,40.49,1301.0,1601.0,168.0,23.61,12.91,1,62.0,598.0,83.3,19504.0,32.6,89.1,42.7,15.0,48.93
Rukum East,Lumbini,2021,Post-Federal (2021),0,8724.0,2189.0,25.1,4132.0,2499.0,87.0,47.36,2.11,1,4.0,36.0,61.3,912.0,25.3,90.2,75.3,27.25,64.25
Rukum East,Lumbini,2021,Post-Federal (2021),0,8724.0,2189.0,25.1,4132.0,2499.0,87.0,47.36,2.11,1,92.0,635.0,73.85,19247.0,30.1,40.65,35.1,42.5,39.42
Rukum East,Lumbini,2021,Post-Federal (2021),0,8724.0,2189.0,25.1,4132.0,2499.0,87.0,47.36,2.11,1,125.0,1219.0,78.9,23297.0,19.1,80.7,78.4,16.2,58.43
Rukum East,Lumbini,2021,Post-Federal (2021),0,8724.0,2189.0,25.1,4132.0,2499.0,87.0,47.36,2.11,1,62.0,598.0,83.3,19504.0,32.6,89.1,42.7,15.0,48.93
Rukum East,Lumbini,2021,Post-Federal (2021),0,10838.0,5639.0,79.28,3092.0,688.0,149.0,28.86,9.09,2,4.0,36.0,61.3,912.0,25.3,90.2,75.3,27.25,64.25
Rukum East,Lumbini,2021,Post-Federal (2021),0,10838.0,5639.0,79.28,3092.0,688.0,149.0,28.86,9.09,2,92.0,635.0,73.85,19247.0,30.1,40.65,35.1,42.5,39.42
Rukum East,Lumbini,2021,Post-Federal (2021),0,10838.0,5639.0,79.28,3092.0,688.0,149.0,28.86,9.09,2,125.0,1219.0,78.9,23297.0,19.1,80.7,78.4,16.2,58.43
Rukum East,Lumbini,2021,Post-Federal (2021),0,10838.0,5639.0,79.28,3092.0,688.0,149.0,28.86,9.09,2,62.0,598.0,83.3,19504.0,32.6,89.1,42.7,15.0,48.93
Rukum East,Lumbini,2021,Post-Federal (2021),0,1731.0,972.0,56.21,591.0,158.0,101.0,34.14,17.09,1,4.0,36.0,61.3,912.0,25.3,90.2,75.3,27.25,64.25
Rukum East,Lumbini,2021,Post-Federal (2021),0,1731.0,972.0,56.21,591.0,158.0,101.0,34.14,17.09,1,92.0,635.0,73.85,19247.0,30.1,40.65,35.1,42.5,39.42
Rukum East,Lumbini,2021,Post-Federal (2021),0,1731.0,972.0,56.21,591.0,158.0,101.0,34.14,17.09,1,125.0,1219.0,78.9,23297.0,19.1,80.7,78.4,16.2,58.43
Rukum East,Lumbini,2021,Post-Federal (2021),0,1731.0,972.0,56.21,591.0,158.0,101.0,34.14,17.09,1,62.0,598.0,83.3,19504.0,32.6,89.1,42.7,15.0,48.93
Rukum West,Karnali,2001,Pre-Federal (2001),1,26121.0,13062.0,50.22,8022.0,4787.0,860.0,34.65,11.13,6,68.0,511.0,37.77,15771.0,32.34,19.56,58.63,32.08,36.76
Rukum West,Karnali,2011,Transitional (2011),1,60869.0,29943.0,48.38,22340.0,10640.0,2700.0,36.06,11.99,6,81.0,608.0,37.53,25942.0,47.98,41.84,50.2,39.01,43.68
Rukum West,Karnali,2021,Post-Federal (2021),1,11080.0,4862.0,37.76,3907.0,1354.0,768.0,30.52,19.16,2,4.0,15.0,61.7,1137.0,75.8,44.5,73.1,48.3,55.3
Rukum West,Karnali,2021,Post-Federal (2021),1,11080.0,4862.0,37.76,3907.0,1354.0,768.0,30.52,19.16,2,15.0,52.0,60.9,3269.0,62.9,17.8,18.4,39.4,25.2
Rukum West,Karnali,2021,Post-Federal (2021),1,11080.0,4862.0,37.76,3907.0,1354.0,768.0,30.52,19.16,2,38.0,277.0,66.5,5503.0,19.9,46.2,41.1,40.4,42.57
Rukum West,Karnali,2021,Post-Federal (2021),1,11080.0,4862.0,37.76,3907.0,1354.0,768.0,30.52,19.16,2,18.0,148.0,51.35,7770.0,50.9,17.95,45.7,25.0,29.55
Rukum West,Karnali,2021,Post-Federal (2021),0,21891.0,12179.0,57.13,7651.0,4246.0,547.0,33.85,7.87,3,4.0,15.0,61.7,1137.0,75.8,44.5,73.1,48.3,55.3
Rukum West,Karnali,2021,Post-Federal (2021),0,21891.0,12179.0,57.13,7651.0,4246.0,547.0,33.85,7.87,3,15.0,52.0,60.9,3269.0,62.9,17.8,18.4,39.4,25.2
Rukum West,Karnali,2021,Post-Federal (2021),0,21891.0,12179.0,57.13,7651.0,4246.0,547.0,33.85,7.87,3,38.0,277.0,66.5,5503.0,19.9,46.2,41.1,40.4,42.57
Rukum West,Karnali,2021,Post-Federal (2021),0,21891.0,12179.0,57.13,7651.0,4246.0,547.0,33.85,7.87,3,18.0,148.0,51.35,7770.0,50.9,17.95,45.7,25.0,29.55
Rukum West,Karnali,2021,Post-Federal (2021),0,13282.0,9147.0,68.32,3941.0,1899.0,687.0,29.7,17.36,2,4.0,15.0,61.7,1137.0,75.8,44.5,73.1,48.3,55.3
Rukum West,Karnali,2021,Post-Federal (2021),0,13282.0,9147.0,68.32,3941.0,1899.0,687.0,29.7,17.36,2,15.0,52.0,60.9,3269.0,62.9,17.8,18.4,39.4,25.2
Rukum West,Karnali,2021,Post-Federal (2021),0,13282.0,9147.0,68.32,3941.0,1899.0,687.0,29.7,17.36,2,38.0,277.0,66.5,5503.0,19.9,46.2,41.1,40.4,42.57
Rukum West,Karnali,2021,Post-Federal (2021),0,13282.0,9147.0,68.32,3941.0,1899.0,687.0,29.7,17.36,2,18.0,148.0,51.35,7770.0,50.9,17.95,45.7,25.0,29.55
Rukum West,Karnali,2021,Post-Federal (2021),0,14005.0,8434.0,61.8,5096.0,2027.0,688.0,35.58,14.45,2,4.0,15.0,61.7,1137.0,75.8,44.5,73.1,48.3,55.3
Rukum West,Karnali,2021,Post-Federal (2021),0,14005.0,8434.0,61.8,5096.0,2027.0,688.0,35.58,14.45,2,15.0,52.0,60.9,3269.0,62.9,17.8,18.4,39.4,25.2
Rukum West,Karnali,2021,Post-Federal (2021),0,14005.0,8434.0,61.8,5096.0,2027.0,688.0,35.58,14.45,2,38.0,277.0,66.5,5503.0,19.9,46.2,41.1,40.4,42.57
Rukum West,Karnali,2021,Post-Federal (2021),0,14005.0,8434.0,61.8,5096.0,2027.0,688.0,35.58,14.45,2,18.0,148.0,51.35,7770.0,50.9,17.95,45.7,25.0,29.55
Rukum West,Karnali,2021,Post-Federal (2021),0,18122.0,11160.0,61.31,5078.0,2791.0,844.0,31.38,17.31,3,4.0,15.0,61.7,1137.0,75.8,44.5,73.1,48.3,55.3
Rukum West,Karnali,2021,Post-Federal (2021),0,18122.0,11160.0,61.31,5078.0,2791.0,844.0,31.38,17.31,3,15.0,52.0,60.9,3269.0,62.9,17.8,18.4,39.4,25.2
Rukum West,Karnali,2021,Post-Federal (2021),0,18122.0,11160.0,61.31,5078.0,2791.0,844.0,31.38,17.31,3,38.0,277.0,66.5,5503.0,19.9,46.2,41.1,40.4,42.57
Rukum West,Karnali,2021,Post-Federal (2021),0,18122.0,11160.0,61.31,5078.0,2791.0,844.0,31.38,17.31,3,18.0,148.0,51.35,7770.0,50.9,17.95,45.7,25.0,29.55
Rupandehi,Lumbini,2021,Post-Federal (2021),0,18324.0,11117.0,58.56,6773.0,2840.0,937.0,37.97,15.16,3,89.0,380.0,72.15,23797.0,54.75,62.45,19.95,43.15,41.85
Rupandehi,Lumbini,2021,Post-Federal (2021),0,18324.0,11117.0,58.56,6773.0,2840.0,937.0,37.97,15.16,3,27.0,278.0,63.8,10733.0,38.6,77.8,65.1,55.4,66.1
Rupandehi,Lumbini,2021,Post-Federal (2021),0,18324.0,11117.0,58.56,6773.0,2840.0,937.0,37.97,15.16,3,111.0,899.0,69.0,34147.0,45.25,66.8,61.7,20.55,49.68
Rupandehi,Lumbini,2001,Pre-Federal (2001),0,108278.0,41610.0,38.96,38529.0,19402.0,3853.0,35.12,10.4,12,145.0,1724.0,80.22,26358.0,21.66,74.0,48.64,49.18,57.27
Rupandehi,Lumbini,2011,Transitional (2011),0,103862.0,49632.0,48.19,36239.0,16810.0,4015.0,35.24,11.41,12,199.0,994.5,76.94,48149.0,41.8,57.18,39.24,42.32,46.25
Rupandehi,Lumbini,2021,Post-Federal (2021),0,43601.0,23651.0,57.9,15793.0,5322.0,1386.0,35.61,9.44,7,89.0,380.0,72.15,23797.0,54.75,62.45,19.95,43.15,41.85
Rupandehi,Lumbini,2021,Post-Federal (2021),0,43601.0,23651.0,57.9,15793.0,5322.0,1386.0,35.61,9.44,7,27.0,278.0,63.8,10733.0,38.6,77.8,65.1,55.4,66.1
Rupandehi,Lumbini,2021,Post-Federal (2021),0,43601.0,23651.0,57.9,15793.0,5322.0,1386.0,35.61,9.44,7,111.0,899.0,69.0,34147.0,45.25,66.8,61.7,20.55,49.68
Rupandehi,Lumbini,2021,Post-Federal (2021),0,28158.0,15884.0,56.72,10558.0,6777.0,1126.0,36.26,10.41,5,89.0,380.0,72.15,23797.0,54.75,62.45,19.95,43.15,41.85
Rupandehi,Lumbini,2021,Post-Federal (2021),0,28158.0,15884.0,56.72,10558.0,6777.0,1126.0,36.26,10.41,5,27.0,278.0,63.8,10733.0,38.6,77.8,65.1,55.4,66.1
Rupandehi,Lumbini,2021,Post-Federal (2021),0,28158.0,15884.0,56.72,10558.0,6777.0,1126.0,36.26,10.41,5,111.0,899.0,69.0,34147.0,45.25,66.8,61.7,20.55,49.68
Rupandehi,Lumbini,2021,Post-Federal (2021),0,33056.0,17825.0,53.0,12539.0,7149.0,1518.0,37.07,13.27,4,89.0,380.0,72.15,23797.0,54.75,62.45,19.95,43.15,41.85
Rupandehi,Lumbini,2021,Post-Federal (2021),0,33056.0,17825.0,53.0,12539.0,7149.0,1518.0,37.07,13.27,4,27.0,278.0,63.8,10733.0,38.6,77.8,65.1,55.4,66.1
Rupandehi,Lumbini,2021,Post-Federal (2021),0,33056.0,17825.0,53.0,12539.0,7149.0,1518.0,37.07,13.27,4,111.0,899.0,69.0,34147.0,45.25,66.8,61.7,20.55,49.68
Rupandehi,Lumbini,2021,Post-Federal (2021),0,29461.0,16923.0,52.41,9265.0,4747.0,1248.0,30.06,12.56,4,89.0,380.0,72.15,23797.0,54.75,62.45,19.95,43.15,41.85
Rupandehi,Lumbini,2021,Post-Federal (2021),0,29461.0,16923.0,52.41,9265.0,4747.0,1248.0,30.06,12.56,4,27.0,278.0,63.8,10733.0,38.6,77.8,65.1,55.4,66.1
Rupandehi,Lumbini,2021,Post-Federal (2021),0,29461.0,16923.0,52.41,9265.0,4747.0,1248.0,30.06,12.56,4,111.0,899.0,69.0,34147.0,45.25,66.8,61.7,20.55,49.68
Salyan,Karnali,2001,Pre-Federal (2001),1,51848.0,17849.0,36.34,16068.0,10504.0,2255.0,32.08,13.68,9,60.0,664.0,43.98,14997.0,22.12,37.08,57.05,34.52,42.88
Salyan,Karnali,2011,Transitional (2011),1,60263.0,28441.0,44.92,20332.0,12969.0,2170.0,34.74,10.78,9,66.0,532.0,40.96,17742.0,37.62,34.3,40.34,43.92,39.52
Salyan,Karnali,2021,Post-Federal (2021),1,18025.0,9662.0,50.57,5340.0,2554.0,420.0,34.16,9.03,4,1.0,4.0,38.2,206.0,51.5,9.0,34.1,17.0,20.03
Salyan,Karnali,2021,Post-Federal (2021),1,18025.0,9662.0,50.57,5340.0,2554.0,420.0,34.16,9.03,4,53.0,398.0,62.55,13533.0,34.0,33.95,32.8,41.55,36.1
Salyan,Karnali,2021,Post-Federal (2021),1,18025.0,9662.0,50.57,5340.0,2554.0,420.0,34.16,9.03,4,1.0,5.0,41.3,352.0,70.4,7.1,36.55,27.3,23.65
Salyan,Karnali,2021,Post-Federal (2021),1,18025.0,9662.0,50.57,5340.0,2554.0,420.0,34.16,9.03,4,23.0,141.0,20.4,4096.0,29.0,33.0,72.1,68.1,57.73
Salyan,Karnali,2021,Post-Federal (2021),0,20970.0,9629.0,47.32,7653.0,3399.0,684.0,37.04,7.17,4,1.0,4.0,38.2,206.0,51.5,9.0,34.1,17.0,20.03
Salyan,Karnali,2021,Post-Federal (2021),0,20970.0,9629.0,47.32,7653.0,3399.0,684.0,37.04,7.17,4,53.0,398.0,62.55,13533.0,34.0,33.95,32.8,41.55,36.1
Salyan,Karnali,2021,Post-Federal (2021),0,20970.0,9629.0,47.32,7653.0,3399.0,684.0,37.04,7.17,4,1.0,5.0,41.3,352.0,70.4,7.1,36.55,27.3,23.65
Salyan,Karnali,2021,Post-Federal (2021),0,20970.0,9629.0,47.32,7653.0,3399.0,684.0,37.04,7.17,4,23.0,141.0,20.4,4096.0,29.0,33.0,72.1,68.1,57.73
Salyan,Karnali,2021,Post-Federal (2021),0,22349.0,11949.0,58.02,9466.0,5749.0,651.0,38.5,9.53,3,1.0,4.0,38.2,206.0,51.5,9.0,34.1,17.0,20.03
Salyan,Karnali,2021,Post-Federal (2021),0,22349.0,11949.0,58.02,9466.0,5749.0,651.0,38.5,9.53,3,53.0,398.0,62.55,13533.0,34.0,33.95,32.8,41.55,36.1
Salyan,Karnali,2021,Post-Federal (2021),0,22349.0,11949.0,58.02,9466.0,5749.0,651.0,38.5,9.53,3,1.0,5.0,41.3,352.0,70.4,7.1,36.55,27.3,23.65
Salyan,Karnali,2021,Post-Federal (2021),0,22349.0,11949.0,58.02,9466.0,5749.0,651.0,38.5,9.53,3,23.0,141.0,20.4,4096.0,29.0,33.0,72.1,68.1,57.73
Salyan,Karnali,2021,Post-Federal (2021),0,8468.0,5058.0,52.55,2563.0,1511.0,262.0,34.56,9.86,3,1.0,4.0,38.2,206.0,51.5,9.0,34.1,17.0,20.03
Salyan,Karnali,2021,Post-Federal (2021),0,8468.0,5058.0,52.55,2563.0,1511.0,262.0,34.56,9.86,3,53.0,398.0,62.55,13533.0,34.0,33.95,32.8,41.55,36.1
Salyan,Karnali,2021,Post-Federal (2021),0,8468.0,5058.0,52.55,2563.0,1511.0,262.0,34.56,9.86,3,1.0,5.0,41.3,352.0,70.4,7.1,36.55,27.3,23.65
Salyan,Karnali,2021,Post-Federal (2021),0,8468.0,5058.0,52.55,2563.0,1511.0,262.0,34.56,9.86,3,23.0,141.0,20.4,4096.0,29.0,33.0,72.1,68.1,57.73
Salyan,Karnali,2021,Post-Federal (2021),0,25946.0,16518.0,62.3,7801.0,5038.0,532.0,34.44,7.06,3,1.0,4.0,38.2,206.0,51.5,9.0,34.1,17.0,20.03
Salyan,Karnali,2021,Post-Federal (2021),0,25946.0,16518.0,62.3,7801.0,5038.0,532.0,34.44,7.06,3,53.0,398.0,62.55,13533.0,34.0,33.95,32.8,41.55,36.1
Salyan,Karnali,2021,Post-Federal (2021),0,25946.0,16518.0,62.3,7801.0,5038.0,532.0,34.44,7.06,3,1.0,5.0,41.3,352.0,70.4,7.1,36.55,27.3,23.65
Salyan,Karnali,2021,Post-Federal (2021),0,25946.0,16518.0,62.3,7801.0,5038.0,532.0,34.44,7.06,3,23.0,141.0,20.4,4096.0,29.0,33.0,72.1,68.1,57.73
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,20955.0,13417.0,61.05,9461.0,3799.0,1403.0,45.09,12.25,3,74.0,733.0,82.3,15012.0,20.5,50.0,24.6,54.7,43.1
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,20955.0,13417.0,61.05,9461.0,3799.0,1403.0,45.09,12.25,3,54.0,1148.0,76.55,17007.0,18.9,55.2,37.65,22.35,38.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,20955.0,13417.0,61.05,9461.0,3799.0,1403.0,45.09,12.25,3,105.0,1168.0,90.6,29081.0,24.9,42.6,50.6,10.0,34.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,20955.0,13417.0,61.05,9461.0,3799.0,1403.0,45.09,12.25,3,26.0,286.0,94.5,7034.0,24.6,91.3,72.9,49.8,71.33
Sankhuwasabha,Koshi,2001,Pre-Federal (2001),0,47351.0,23936.0,49.12,15883.0,5134.0,2115.0,37.84,16.05,8,160.5,1260.0,75.18,44820.0,35.5,52.94,32.0,41.22,42.05
Sankhuwasabha,Koshi,2011,Transitional (2011),0,76334.0,38186.0,49.09,26647.0,15354.0,3546.0,34.51,12.97,8,136.0,1484.0,70.02,31746.0,26.0,55.5,54.08,43.2,50.93
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,33069.0,12459.0,52.34,7870.0,5668.0,1248.0,23.25,14.15,5,74.0,733.0,82.3,15012.0,20.5,50.0,24.6,54.7,43.1
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,33069.0,12459.0,52.34,7870.0,5668.0,1248.0,23.25,14.15,5,54.0,1148.0,76.55,17007.0,18.9,55.2,37.65,22.35,38.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,33069.0,12459.0,52.34,7870.0,5668.0,1248.0,23.25,14.15,5,105.0,1168.0,90.6,29081.0,24.9,42.6,50.6,10.0,34.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,33069.0,12459.0,52.34,7870.0,5668.0,1248.0,23.25,14.15,5,26.0,286.0,94.5,7034.0,24.6,91.3,72.9,49.8,71.33
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,8039.0,4161.0,51.77,1868.0,530.0,369.0,23.24,19.75,1,74.0,733.0,82.3,15012.0,20.5,50.0,24.6,54.7,43.1
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,8039.0,4161.0,51.77,1868.0,530.0,369.0,23.24,19.75,1,54.0,1148.0,76.55,17007.0,18.9,55.2,37.65,22.35,38.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,8039.0,4161.0,51.77,1868.0,530.0,369.0,23.24,19.75,1,105.0,1168.0,90.6,29081.0,24.9,42.6,50.6,10.0,34.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,8039.0,4161.0,51.77,1868.0,530.0,369.0,23.24,19.75,1,26.0,286.0,94.5,7034.0,24.6,91.3,72.9,49.8,71.33
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,10210.0,7268.0,65.27,4509.0,2207.0,451.0,44.39,13.01,3,74.0,733.0,82.3,15012.0,20.5,50.0,24.6,54.7,43.1
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,10210.0,7268.0,65.27,4509.0,2207.0,451.0,44.39,13.01,3,54.0,1148.0,76.55,17007.0,18.9,55.2,37.65,22.35,38.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,10210.0,7268.0,65.27,4509.0,2207.0,451.0,44.39,13.01,3,105.0,1168.0,90.6,29081.0,24.9,42.6,50.6,10.0,34.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,10210.0,7268.0,65.27,4509.0,2207.0,451.0,44.39,13.01,3,26.0,286.0,94.5,7034.0,24.6,91.3,72.9,49.8,71.33
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,12065.0,6572.0,53.49,4215.0,1933.0,396.0,37.47,9.17,2,74.0,733.0,82.3,15012.0,20.5,50.0,24.6,54.7,43.1
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,12065.0,6572.0,53.49,4215.0,1933.0,396.0,37.47,9.17,2,54.0,1148.0,76.55,17007.0,18.9,55.2,37.65,22.35,38.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,12065.0,6572.0,53.49,4215.0,1933.0,396.0,37.47,9.17,2,105.0,1168.0,90.6,29081.0,24.9,42.6,50.6,10.0,34.4
Sankhuwasabha,Koshi,2021,Post-Federal (2021),0,12065.0,6572.0,53.49,4215.0,1933.0,396.0,37.47,9.17,2,26.0,286.0,94.5,7034.0,24.6,91.3,72.9,49.8,71.33
Saptari,Madhesh,2021,Post-Federal (2021),0,14600.0,6909.0,47.34,5047.0,1145.0,815.0,35.98,16.06,3,88.0,301.0,81.9,23148.0,76.9,34.2,62.2,24.5,40.3
Saptari,Madhesh,2021,Post-Federal (2021),0,14600.0,6909.0,47.34,5047.0,1145.0,815.0,35.98,16.06,3,33.0,362.0,85.8,8613.0,26.5,89.6,48.1,68.15,68.61
Saptari,Madhesh,2021,Post-Federal (2021),0,14600.0,6909.0,47.34,5047.0,1145.0,815.0,35.98,16.06,3,85.0,190.0,82.0,31072.0,59.6,42.4,24.7,59.8,42.3
Saptari,Madhesh,2021,Post-Federal (2021),0,14600.0,6909.0,47.34,5047.0,1145.0,815.0,35.98,16.06,3,7.0,95.0,94.4,880.0,9.3,84.7,26.7,15.3,42.23
Saptari,Madhesh,2001,Pre-Federal (2001),0,96519.0,41105.0,38.54,37116.0,19206.0,3595.0,37.14,10.33,13,187.0,2243.0,75.56,60951.0,26.02,66.52,44.88,57.1,56.17
Saptari,Madhesh,2011,Transitional (2011),0,129680.0,67365.0,51.89,46366.0,22847.0,5768.0,36.69,12.43,13,197.0,1948.0,71.36,62999.0,39.42,65.48,44.74,45.46,51.89
Saptari,Madhesh,2021,Post-Federal (2021),0,33731.0,17050.0,50.72,12677.0,5250.0,1141.0,38.24,8.43,6,88.0,301.0,81.9,23148.0,76.9,34.2,62.2,24.5,40.3
Saptari,Madhesh,2021,Post-Federal (2021),0,33731.0,17050.0,50.72,12677.0,5250.0,1141.0,38.24,8.43,6,33.0,362.0,85.8,8613.0,26.5,89.6,48.1,68.15,68.61
Saptari,Madhesh,2021,Post-Federal (2021),0,33731.0,17050.0,50.72,12677.0,5250.0,1141.0,38.24,8.43,6,85.0,190.0,82.0,31072.0,59.6,42.4,24.7,59.8,42.3
Saptari,Madhesh,2021,Post-Federal (2021),0,33731.0,17050.0,50.72,12677.0,5250.0,1141.0,38.24,8.43,6,7.0,95.0,94.4,880.0,9.3,84.7,26.7,15.3,42.23
Saptari,Madhesh,2021,Post-Federal (2021),0,33965.0,16231.0,48.42,10743.0,7409.0,1404.0,31.58,13.62,6,88.0,301.0,81.9,23148.0,76.9,34.2,62.2,24.5,40.3
Saptari,Madhesh,2021,Post-Federal (2021),0,33965.0,16231.0,48.42,10743.0,7409.0,1404.0,31.58,13.62,6,33.0,362.0,85.8,8613.0,26.5,89.6,48.1,68.15,68.61
Saptari,Madhesh,2021,Post-Federal (2021),0,33965.0,16231.0,48.42,10743.0,7409.0,1404.0,31.58,13.62,6,85.0,190.0,82.0,31072.0,59.6,42.4,24.7,59.8,42.3
Saptari,Madhesh,2021,Post-Federal (2021),0,33965.0,16231.0,48.42,10743.0,7409.0,1404.0,31.58,13.62,6,7.0,95.0,94.4,880.0,9.3,84.7,26.7,15.3,42.23
Saptari,Madhesh,2021,Post-Federal (2021),0,29175.0,17443.0,59.09,7257.0,6890.0,783.0,25.36,11.74,5,88.0,301.0,81.9,23148.0,76.9,34.2,62.2,24.5,40.3
Saptari,Madhesh,2021,Post-Federal (2021),0,29175.0,17443.0,59.09,7257.0,6890.0,783.0,25.36,11.74,5,33.0,362.0,85.8,8613.0,26.5,89.6,48.1,68.15,68.61
